Date,Route,Rating,Notes,URL,Pitches,Location,Lat and long
2019-12-29,Litheon Flux,5.11b,J OS,https://www.mountainproject.com/route/105898884/litheon-flux,1,Arizona > Southern Arizona > La Milagrosa Canyon > Main Wall,"32.29825, -110.71317"
2019-12-29,The Wizard,5.12a,J only.  Fast OS as the sun was setting,https://www.mountainproject.com/route/105841990/the-wizard,1,Arizona > Southern Arizona > La Milagrosa Canyon > Main Wall,"32.29825, -110.71317"
2019-12-29,Chunky Monkey,5.11,J OS’d.  S hung like wo.  Pumpy.,https://www.mountainproject.com/route/106328695/chunky-monkey,2,Arizona > Southern Arizona > La Milagrosa Canyon > Sunnyside,"32.30021, -110.71143"
2019-12-29,Twistin' Off,5.1,,https://www.mountainproject.com/route/107944511/twistin-off,1,Arizona > Southern Arizona > La Milagrosa Canyon > Sunnyside,"32.30021, -110.71143"
2019-12-30,Pay Day,5.9+,Awesome thought provoking 5.9+.  ,https://www.mountainproject.com/route/106341563/pay-day,1,Arizona > Southern Arizona > Cochise Stronghold > West Stronghold > Sweet Rock,"31.87238, -110.01815"
2019-12-30,Everlasting Gobstopper,5.11a,J climbs beautifully.  pretty OS,https://www.mountainproject.com/route/106515990/everlasting-gobstopper,1,Arizona > Southern Arizona > Cochise Stronghold > West Stronghold > Sweet Rock,"31.87238, -110.01815"
2019-12-31,Absinthe of Mallet,5.10-,,https://www.mountainproject.com/route/105738803/absinthe-of-mallet,7,Arizona > Southern Arizona > Cochise Stronghold > West Stronghold > Sheepshead Area (Southwest) > The Sheepshead,"31.87031, -109.99388"
2020-01-01,Dark Horse,5.10a/b,P1 of peacemaker.  Sweet chimney. Windy. Fun.,https://www.mountainproject.com/route/106417276/dark-horse,6,Arizona > Southern Arizona > Cochise Stronghold > West Stronghold > Sheepshead Area (Southwest) > The Sheepshead,"31.87031, -109.99388"
2020-01-02,Have You Seen It?,5.1,J ran out of draws first go.  Whoops.,https://www.mountainproject.com/route/106951393/have-you-seen-it,1,Arizona > Southern Arizona > Cochise Stronghold > West Stronghold > Sheepshead Area (Southwest) > The Muttonhead,"31.87115, -109.99528"
2020-01-02,Tour Buses Welcome,5.1,P1 only,https://www.mountainproject.com/route/106561673/tour-buses-welcome,1,Arizona > Southern Arizona > Cochise Stronghold > West Stronghold > Sheepshead Area (Southwest) > The Muttonhead,"31.87115, -109.99528"
2020-01-03,Endgame,5.10a/b,"3.0 day.  rapped in the dark.  330 start.
Great climb.",https://www.mountainproject.com/route/105901424/endgame,5,Arizona > Southern Arizona > Cochise Stronghold > East Stronghold > Rockfellow Group > End Pinnacle,"31.92707, -109.97864"
2020-01-04,"The Long, Strange Trip",5.11-, Yellow totem and #2 for p1.  Great climb.,https://www.mountainproject.com/route/108591020/the-long-strange-trip,4,Arizona > Southern Arizona > Cochise Stronghold > East Stronghold > Rockfellow Group > Rockfellow Dome,"31.92692, -109.97782"
2020-01-05,Burning Beer Time,5.10c/d,,https://www.mountainproject.com/route/106925074/burning-beer-time,1,Arizona > Southern Arizona > Cochise Stronghold > West Stronghold > Isle of Ewe > Rad Rock,"31.8746, -110.0148"
2020-01-05,Hotter than a Three Peckered Goat,5.11b,Cryptic hold(s).  Great route.,https://www.mountainproject.com/route/105927802/hotter-than-a-three-peckered-goat,1,Arizona > Southern Arizona > Cochise Stronghold > West Stronghold > Isle of Ewe > Rad Rock,"31.8746, -110.0148"
2020-01-05,Fire in the Hole,5.10c,Cool hole,https://www.mountainproject.com/route/105927789/fire-in-the-hole,1,Arizona > Southern Arizona > Cochise Stronghold > West Stronghold > Isle of Ewe > Rad Rock,"31.8746, -110.0148"
2020-01-05,Hairs on Fire,5.10b R,,https://www.mountainproject.com/route/105738788/hairs-on-fire,1,Arizona > Southern Arizona > Cochise Stronghold > West Stronghold > Isle of Ewe > Rad Rock,"31.8746, -110.0148"
2020-01-19,The Unchaste,5.10b,Slabtastic in the dying light,https://www.mountainproject.com/route/106678991/the-unchaste,1,California > Yosemite National Park > Yosemite Valley > Lower Merced River Canyon > Aa. Parkline Slab,"37.67875, -119.74886"
2020-01-19,Stonequest,5.8+ R,"Moist after the last storm.  But really nice. Blue totem, .75, 1 and slings",https://www.mountainproject.com/route/106088271/stonequest,4,California > Yosemite National Park > Yosemite Valley > Lower Merced River Canyon > Aa. Parkline Slab,"37.67875, -119.74886"
2020-01-20,Flying In The Mountains,5.11a,"Moist but fun.  Last pitch was edgetastic
Single rack, no micro cams was enough",https://www.mountainproject.com/route/106713951/flying-in-the-mountains,6,California > Yosemite National Park > Yosemite Valley > Lower Merced River Canyon > Aa. Parkline Slab,"37.67875, -119.74886"
2020-01-31,Arches Terrace Direct,5.11-,The tree with the mistletoe.  Don’t rap to it.,https://www.mountainproject.com/route/106760957/arches-terrace-direct,6,California > Yosemite National Park > Yosemite Valley > Valley North Side > H. Royal Arches Area > Royal Arches > Eastern Royal Arches,"37.74702, -119.56893"
2020-02-01,Slab Happy Pinnacle Left,5.11a,Athletic ass kicker,https://www.mountainproject.com/route/106789155/slab-happy-pinnacle-left,3,California > Yosemite National Park > Yosemite Valley > Valley North Side > C. El Cap Picnic Area (Eagle Creek) > 4. Slab Happy Pinnacle,"37.73113, -119.62451"
2020-02-02,Stone Groove,5.10b,,https://www.mountainproject.com/route/105898699/stone-groove,1,California > Yosemite National Park > Yosemite Valley > Lower Merced River Canyon > At. Reed's Pinnacle Area > Reed's Pinnacle,"37.72439, -119.70063"
2020-02-02,Beyond Lunacy,5.11c,Beat the “2pm rain”!  Great climb.,https://www.mountainproject.com/route/108513504/beyond-lunacy,4,California > Yosemite National Park > Yosemite Valley > Lower Merced River Canyon > At. Reed's Pinnacle Area > Reed's Pinnacle,"37.72439, -119.70063"
2020-02-02,Cuckoo's Nest,5.11d,,https://www.mountainproject.com/route/107180430/cuckoos-nest,1,California > Sonora Pass Highway (108) > Jailhouse Rock,"37.90698, -120.55819"
2020-02-02,Lobotomy (aka McDevitt Route),5.11c,,https://www.mountainproject.com/route/107180423/lobotomy-aka-mcdevitt-route,1,California > Sonora Pass Highway (108) > Jailhouse Rock,"37.90698, -120.55819"
2020-02-08,Bishops Terrace,5.8,Repoint 10 years later.  Seemed so much steeper as a noob.  ,https://www.mountainproject.com/route/105872317/bishops-terrace,1,California > Yosemite National Park > Yosemite Valley > Valley North Side > G. Church Bowl,"37.74908, -119.58015"
2020-02-08,Tenaya's Tears,5.10c PG13,Single rack works.  Thoughtfully bolted and meticulously cleaned.  Dry but a moist p2.  Good to go.,https://www.mountainproject.com/route/116367121/tenayas-tears,7,California > Yosemite National Park > Yosemite Valley > Valley North Side > H. Royal Arches Area > Royal Arches > Western Royal Arches,"37.74732, -119.57517"
2020-02-09,"La Cosita, Right",5.9,Windy but sunny ,https://www.mountainproject.com/route/105877768/la-cosita-right,1,California > Yosemite National Park > Yosemite Valley > Valley North Side > B. El Capitan > 1. Base Routes > Southwest Base > Little John and La Cosita,"37.72953, -119.63752"
2020-02-09,Sacherer Cracker,5.10a,Got sent up without a 6.  Managed but hard for 10a,https://www.mountainproject.com/route/105945535/sacherer-cracker,1,California > Yosemite National Park > Yosemite Valley > Valley North Side > B. El Capitan > 1. Base Routes > Southwest Base > The Slack to West Buttress,"37.73009, -119.63786"
2020-02-14,Blind Faith,5.11+,"J OSs p1.
Hissing bat on the first pitch of the rostrum 
",https://www.mountainproject.com/route/107290449/blind-faith,5,California > Yosemite National Park > Yosemite Valley > Lower Merced River Canyon > Ba. The Rostrum,"37.71848, -119.70799"
2020-02-15,Cramming,5.10d,Team lead onsite.  2 points!,https://www.mountainproject.com/route/106026195/cramming,2,California > Yosemite National Park > Yosemite Valley > Lower Merced River Canyon > Ao. This and That Cliff,"37.72521, -119.7068"
2020-02-15,Tips,5.11c/d A0,John OS from above the ladder.  ,https://www.mountainproject.com/route/105988033/tips,1,California > Yosemite National Park > Yosemite Valley > Lower Merced River Canyon > Ao. This and That Cliff,"37.72521, -119.7068"
2020-02-16,[Redacted],5.11a,,https://www.mountainproject.com/route/106687757/redacted,2,California > Yosemite National Park > Yosemite Valley > Valley North Side > G. Church Bowl,"37.74908, -119.58015"
2020-02-16,Swan Slab Gully,5.6,Woo!  J says solos count!,https://www.mountainproject.com/route/105889783/swan-slab-gully,2,California > Yosemite National Park > Yosemite Valley > Valley North Side > E. Yosemite Falls Area > A. Swan Slab,"37.74499, -119.5999"
2020-02-16,Ten Years After,5.10d,The mixed extension above clocks in around 11,https://www.mountainproject.com/route/105874724/ten-years-after,2,California > Yosemite National Park > Yosemite Valley > Valley North Side > E. Yosemite Falls Area > Lower Falls Amphitheater,"37.75124, -119.59748"
2020-02-17,Mac Daddy,5.11a,Last summer OS.  ,https://www.mountainproject.com/route/106790674/mac-daddy,1,California > Yosemite National Park > Yosemite Valley > Valley South Side > P. Cathedral Area > 7. Lower Cathedral Area > North Buttress Base Routes,"37.71997, -119.64514"
2020-02-17,Something Good,5.9,S OS.  J approach shoe TR,https://www.mountainproject.com/route/109500119/something-good,1,California > Yosemite National Park > Yosemite Valley > Valley South Side > P. Cathedral Area > 7. Lower Cathedral Area > North Buttress Base Routes,"37.71997, -119.64514"
2020-02-17,Labor of Love,5.11a,,https://www.mountainproject.com/route/110840254/labor-of-love,2,California > Yosemite National Park > Yosemite Valley > Valley South Side > P. Cathedral Area > 7. Lower Cathedral Area > North Buttress Base Routes,"37.71997, -119.64514"
2020-02-17,Time Bandits,5.12b,John crux OS,https://www.mountainproject.com/route/118030128/time-bandits,1,California > Yosemite National Park > Yosemite Valley > Valley South Side > P. Cathedral Area > 7. Lower Cathedral Area > North Buttress Base Routes,"37.71997, -119.64514"
2020-02-17,76 Degrees in the Shade,5.10c,,https://www.mountainproject.com/route/106791341/76-degrees-in-the-shade,1,California > Yosemite National Park > Yosemite Valley > Valley South Side > P. Cathedral Area > 7. Lower Cathedral Area > North Buttress Base Routes,"37.71997, -119.64514"
2020-02-17,End of The Line,5.10c,Team onsight from last summer.  TR warmup Feb 2020,https://www.mountainproject.com/route/106436217/end-of-the-line,1,California > Yosemite National Park > Yosemite Valley > Valley South Side > P. Cathedral Area > 7. Lower Cathedral Area > North Buttress Base Routes,"37.71997, -119.64514"
2020-02-23,Candyland,5.10c,,https://www.mountainproject.com/route/105875517/candyland,1,California > Lake Tahoe > Highway 50 Corridor > Phantom Spires > Middle Spire,"38.7875, -120.2441"
2020-02-23,Turning Point,5.10b,,https://www.mountainproject.com/route/106797737/turning-point,1,California > Lake Tahoe > Highway 50 Corridor > Phantom Spires > Lost John,"38.7875, -120.2441"
2020-02-23,Whole Slot of Trouble,5.11d,,https://www.mountainproject.com/route/112145212/whole-slot-of-trouble,1,California > Lake Tahoe > Highway 50 Corridor > Phantom Spires > Lost John,"38.7875, -120.2441"
2020-02-24,Farley,5.9,,https://www.mountainproject.com/route/105911320/farley,3,California > Lake Tahoe > Highway 50 Corridor > Sugarloaf Area > Sugarloaf > East Face,"38.77622, -120.30784"
2020-02-24,Dominion,5.10a,,https://www.mountainproject.com/route/106033350/dominion,1,California > Lake Tahoe > Highway 50 Corridor > Sugarloaf Area > Sugarloaf > East Face,"38.77622, -120.30784"
2020-02-28,Broken Arrow (Direct),5.11b,,https://www.mountainproject.com/route/111784978/broken-arrow-direct,1,California > Central Coast > Pinnacles National Park > East Side > Discovery Wall,"36.4759, -121.18616"
2020-02-29,Broken Arrow,5.10d,,https://www.mountainproject.com/route/108540653/broken-arrow,1,California > Central Coast > Pinnacles National Park > East Side > Discovery Wall,"36.4759, -121.18616"
2020-02-29,Mammary Pump,5.11b,,https://www.mountainproject.com/route/105952219/mammary-pump,1,California > Central Coast > Pinnacles National Park > East Side > Discovery Wall,"36.4759, -121.18616"
2020-02-29,Direct Route,5.7 X,J in approach shoes,https://www.mountainproject.com/route/106592584/direct-route,1,California > Central Coast > Pinnacles National Park > East Side > Monolith > East Face,"36.47306, -121.18643"
2020-03-01,Hawaiian Noises,5.10d PG13,,https://www.mountainproject.com/route/105952227/hawaiian-noises,1,California > Central Coast > Pinnacles National Park > East Side > Monolith > East Face,"36.47306, -121.18643"
2020-03-01,Subterranean Tango,5.10a R,,https://www.mountainproject.com/route/105952200/subterranean-tango,1,California > Central Coast > Pinnacles National Park > East Side > Monolith > East Face,"36.47306, -121.18643"
2020-03-01,Cross Your Heart,5.10d,Crumbly fun,https://www.mountainproject.com/route/113767198/cross-your-heart,1,California > Central Coast > Pinnacles National Park > East Side > Tiburcio's X,"36.47318, -121.18722"
2020-05-08,King Lizard,5.10d,,https://www.mountainproject.com/route/113257206/king-lizard,1,"California > Southern-Western Sierra > Hwy 41: Fresno Dome, Shuteye Ridge > Shuteye Ridge > Big Sleep Area > Crocodile Dome","37.34135, -119.41627"
2020-05-08,Croc Rock,5.10a,First day back in months. Hard for 10a. Frayed end caught in anchor biner ,https://www.mountainproject.com/route/110143866/croc-rock,1,"California > Southern-Western Sierra > Hwy 41: Fresno Dome, Shuteye Ridge > Shuteye Ridge > Big Sleep Area > Crocodile Dome","37.34135, -119.41627"
2020-05-09,Rainbow,5.10d,chose our own TR adventure,https://www.mountainproject.com/route/114422309/rainbow,1,"California > Southern-Western Sierra > Hwy 41: Fresno Dome, Shuteye Ridge > Shuteye Ridge > Big Sleep Area > Voodoo Dome","37.34099, -119.41971"
2020-05-09,Brushmaster,5.9,"Black totem, #1, #2, few runners, belayed from above, fun runnel tic tacking",https://www.mountainproject.com/route/111966400/brushmaster,1,"California > Southern-Western Sierra > Hwy 41: Fresno Dome, Shuteye Ridge > Shuteye Ridge > Big Sleep Area > Voodoo Dome","37.34099, -119.41971"
2020-05-09,Voodoo Mamma,5.1,"Random single bolt before the first crack.
Stay way left on the face for easier climbing after the crack peters out on p1.
",https://www.mountainproject.com/route/115785368/voodoo-mamma,3,"California > Southern-Western Sierra > Hwy 41: Fresno Dome, Shuteye Ridge > Shuteye Ridge > Big Sleep Area > Voodoo Dome","37.34099, -119.41971"
2020-05-10,Struggle Within,5.11a/b,"J OS, S TR hung
p2 5.12 to the left, J only",https://www.mountainproject.com/route/115374923/struggle-within,2,"California > Southern-Western Sierra > Hwy 41: Fresno Dome, Shuteye Ridge > Shuteye Ridge > Big Sleep Area > Runnel Vision Wall","37.33731, -119.40889"
2020-05-10,Runnel Vision,5.10b/c,p2 10d runnel to the right,https://www.mountainproject.com/route/113257169/runnel-vision,2,"California > Southern-Western Sierra > Hwy 41: Fresno Dome, Shuteye Ridge > Shuteye Ridge > Big Sleep Area > Runnel Vision Wall","37.33731, -119.40889"
2020-05-10,Runnel Lust,5.7,,https://www.mountainproject.com/route/113257099/runnel-lust,1,"California > Southern-Western Sierra > Hwy 41: Fresno Dome, Shuteye Ridge > Shuteye Ridge > Big Sleep Area > Runnel Vision Wall","37.33731, -119.40889"
2020-05-11,Supernova,5.10d,"Single 3, 4. Fixed 3 in the roof. Triple .75 *and* 1 if you don’t want to back clean next time.

Cruiser approach and walk off thanks to the cairn and trail maintenance.",https://www.mountainproject.com/route/113564518/supernova,4,"California > Southern-Western Sierra > Hwy 41: Fresno Dome, Shuteye Ridge > Shuteye Ridge > Milky Way Wall","37.32637, -119.40832"
2020-05-22,Too Old To Be Bold,5.10b/c,,https://www.mountainproject.com/route/110321487/too-old-to-be-bold,3,"California > Southern-Western Sierra > Hwy 41: Fresno Dome, Shuteye Ridge > Shuteye Ridge > Chiquito Dome","37.37839, -119.40225"
2020-05-22,Belleza Natural,5.11a,Granite hangboard. Reachy.,https://www.mountainproject.com/route/118829339/belleza-natural,3,"California > Southern-Western Sierra > Hwy 41: Fresno Dome, Shuteye Ridge > Shuteye Ridge > Chiquito Dome","37.37839, -119.40225"
2020-05-23,Getting Some Shuteye,5.12a,"**** heaven 12d will nazarian route, 4-5 hangs
",https://www.mountainproject.com/route/118834106/getting-some-shuteye,1,"California > Southern-Western Sierra > Hwy 41: Fresno Dome, Shuteye Ridge > Shuteye Ridge > Shuteye Creek Area > Gold Eagle","37.35, -119.42759"
2020-05-23,Double Shot,5.10+,,https://www.mountainproject.com/route/114475274/double-shot,1,"California > Southern-Western Sierra > Hwy 41: Fresno Dome, Shuteye Ridge > Shuteye Ridge > Shuteye Creek Area > Gold Eagle","37.35, -119.42759"
2020-05-23,El Portalien,5.11d,,https://www.mountainproject.com/route/115339840/el-portalien,1,"California > Southern-Western Sierra > Hwy 41: Fresno Dome, Shuteye Ridge > Shuteye Ridge > Shuteye Creek Area > Electric Eagle","37.35, -119.42759"
2020-07-02,[Redacted],5.10c,J OS’d in his approach shoes.  I fell in TC pros.  Sob. ,https://www.mountainproject.com/route/105847459/redacted,1,Idaho > South Idaho > City of Rocks > Breadloaves > Decadent Wall,"42.08612, -113.72944"
2020-07-02,Intruding Dike,5.7,Rapped off big chains to the right. Scramble way right. ,https://www.mountainproject.com/route/105741011/intruding-dike,1,Idaho > South Idaho > City of Rocks > Breadloaves > Bloody Fingers Corridor,"42.08751, -113.7293"
2020-07-03,Terrebonne Jacks,5.10d,"Purple TCU and small nut protects before the first bolt.  Hard crux up top, but great balancy movement.  ",https://www.mountainproject.com/route/105853808/terrebonne-jacks,1,Idaho > South Idaho > City of Rocks > The Office,"42.08122, -113.72105"
2020-07-03,Brown Flake,5.10d,"Great line, hard 10 traverse going low. Stay higher maybe.",https://www.mountainproject.com/route/105741587/brown-flake,1,Idaho > South Idaho > City of Rocks > Morning Glory Spire,"42.08282, -113.72147"
2020-07-03,No Parking,5.10c PG13,"J OS in approach shoes.  
Black blue totems were great for the crux.
Rap to the right. Great p2!",https://www.mountainproject.com/route/105980265/no-parking,2,Idaho > South Idaho > City of Rocks > Parking Lot Rock > Parking Lot Rock - West,"42.08342, -113.72294"
2020-07-05,Rye Crisp,5.8,"“If you climbed faster, I wouldn’t eat all the snacks.”

S OS, J follows in approach shoes.",https://www.mountainproject.com/route/105740981/rye-crisp,1,Idaho > South Idaho > City of Rocks > Elephant Rock > Elephant Rock - East,"42.06739, -113.70894"
2020-07-05,Beware of Nesting Egos,5.11b PG13,"Stunning line.  J OS, S tronsight 
2, 3, black alien, yellow alien, tcu, 3 bolts ",https://www.mountainproject.com/route/105835842/beware-of-nesting-egos,1,Idaho > South Idaho > City of Rocks > Elephant Rock > Elephant Rock - North,"42.06716, -113.7094"
2020-07-06,Book of Dissent,5.10a,"J in his approach shoes. 
Weighed the rope lol.  Stout chimney with tiny gear!  ",https://www.mountainproject.com/route/105853850/book-of-dissent,1,Idaho > South Idaho > City of Rocks > Morning Glory Spire,"42.08282, -113.72147"
2020-07-06,Crack of Doom,5.11c,"J onsights traversing from the left, no stick clip. Hard moves getting into the finger crack.  No 4 needed but 2 3s yes.
",https://www.mountainproject.com/route/105741584/crack-of-doom,1,Idaho > South Idaho > City of Rocks > Morning Glory Spire,"42.08282, -113.72147"
2020-07-07,Direct Beckey,5.11b,,https://www.mountainproject.com/route/105996498/direct-beckey,12,Idaho > Central Idaho > The Sawtooth Range > The Elephant's Perch,"44.06857, -114.97445"
2020-07-08,The Fine Line,5.11+,,https://www.mountainproject.com/route/105996519/the-fine-line,10,Idaho > Central Idaho > The Sawtooth Range > The Elephant's Perch,"44.06857, -114.97445"
2020-07-09,Sunrise Book,5.12-,"P2 passes crux “I did it!” lol
",https://www.mountainproject.com/route/105996582/sunrise-book,4,Idaho > Central Idaho > The Sawtooth Range > The Elephant's Perch,"44.06857, -114.97445"
2020-07-10,Astro Elephant,5.10b/c,To the ledge and linked with sunrise,https://www.mountainproject.com/route/105996567/astro-elephant,3,Idaho > Central Idaho > The Sawtooth Range > The Elephant's Perch,"44.06857, -114.97445"
2020-07-16,Myopia,5.11-,"First of a five party send train; can get away with one #3, one grey TCU",https://www.mountainproject.com/route/105996539/myopia,9,Idaho > Central Idaho > The Sawtooth Range > The Elephant's Perch,"44.06857, -114.97445"
2020-07-31,Revolution,5.10-,,https://www.mountainproject.com/route/113185354/revolution,1,Idaho > Central Idaho > The Fins > Mortal Earth > 02. Classic Rock,"43.71998, -113.07632"
2020-07-31,The Flaming (c)Lips,5.10-,Great but tough for guide book 5.9 ,https://www.mountainproject.com/route/114812350/the-flaming-clips,1,Idaho > Central Idaho > The Fins > Mortal Earth > 07. Psychedelic Rock,"43.7201, -113.07682"
2020-08-01,Yellow Cake,5.10d,J OS.  S RP WooHoo!   ,https://www.mountainproject.com/route/110940087/yellow-cake,1,Idaho > Central Idaho > The Fins > Yellow Cake,"43.73145, -113.08445"
2020-08-01,56,5.11b,,https://www.mountainproject.com/route/111096251/56,1,Idaho > Central Idaho > The Fins > The 56 Wall,"43.72956, -113.08335"
2020-08-02,Dinner Roll,5.12c,,https://www.mountainproject.com/route/108322048/dinner-roll,1,Idaho > Central Idaho > The Fins > The Discovery Wall > Martini Sector,"43.72721, -113.08171"
2020-08-02,EBR-1,5.11a,"Tough start, dyno finish",https://www.mountainproject.com/route/108134341/ebr-1,1,Idaho > Central Idaho > The Fins > The Discovery Wall > Martini Sector,"43.72721, -113.08171"
2020-08-02,Yellow Man,5.11a,OS 12c extension,https://www.mountainproject.com/route/108134263/yellow-man,3,Idaho > Central Idaho > The Fins > The Discovery Wall > Martini Sector,"43.72721, -113.08171"
2020-08-02,Bong's Away (aka: Clips from the Bong),5.12b,Team OS J and different S,https://www.mountainproject.com/route/108134111/bongs-away-aka-clips-from-the-bong,1,Idaho > Central Idaho > The Fins > The Head Wall,"43.73023, -113.08384"
2020-08-07,E.P. Arete,5.11 A0,Team OS with the Snack Pack,https://www.mountainproject.com/route/117536599/ep-arete,5,Idaho > Central Idaho > The Sawtooth Range > The Elephant's Perch,"44.06857, -114.97445"
2020-08-08,Original Beckey,5.11+,6 hours with the snack pack and a little pig. OS by Snack Harder,https://www.mountainproject.com/route/105996507/original-beckey,12,Idaho > Central Idaho > The Sawtooth Range > The Elephant's Perch,"44.06857, -114.97445"
2020-08-09,Mountaineer's Route,5.9,6:30pm start. In the gully without headlamps.  **** Finishing on the 3 pitches of 5.fun ropeless was the way to go.,https://www.mountainproject.com/route/105996469/mountaineers-route,7,Idaho > Central Idaho > The Sawtooth Range > The Elephant's Perch,"44.06857, -114.97445"
2020-08-23,Jaded Lady,5.12-,"Onsight 12 traverse. C1 the stemming corner. Hard 5.9 off der minor.
Double rack to three, 1 #4. Single set of offset nuts. ",https://www.mountainproject.com/route/109371450/jaded-lady,15,Wyoming > Wind River Range > Baptiste Lake > Mount Hooker,"42.85573, -109.30769"
2020-08-26,Whipperly Wamberly Walk,5.11b,,https://www.mountainproject.com/route/105827683/whipperly-wamberly-walk,1,Wyoming > Lander Area > Sinks Canyon > Hardware Wall,"42.7406, -108.83824"
2020-08-26,Hardware,5.12a,,https://www.mountainproject.com/route/105827371/hardware,1,Wyoming > Lander Area > Sinks Canyon > Hardware Wall,"42.7406, -108.83824"
2020-08-26,No Left Ear,5.10d,,https://www.mountainproject.com/route/107075053/no-left-ear,1,Wyoming > Lander Area > Sinks Canyon > Hardware Wall,"42.7406, -108.83824"
2020-08-27,Bush Doctor,5.12a,,https://www.mountainproject.com/route/105827663/bush-doctor,1,Wyoming > Lander Area > Sinks Canyon > Killer Cave,"42.74193, -108.83178"
2020-08-27,Action Candy,5.10a,,https://www.mountainproject.com/route/105827646/action-candy,1,Wyoming > Lander Area > Sinks Canyon > Killer Cave,"42.74193, -108.83178"
2020-08-27,Surround Sound,5.10a,,https://www.mountainproject.com/route/113089758/surround-sound,1,Wyoming > Lander Area > Sinks Canyon > Shady Side > Heavy Metal Rock Band,"42.73506, -108.82392"
2020-08-27,Spinal Tap,5.11c,,https://www.mountainproject.com/route/113089778/spinal-tap,1,Wyoming > Lander Area > Sinks Canyon > Shady Side > Heavy Metal Rock Band,"42.73506, -108.82392"
2020-08-27,A Smile Through a Veil,5.9,,https://www.mountainproject.com/route/117593062/a-smile-through-a-veil,2,Wyoming > Lander Area > Sinks Canyon > Shady Side > Heavy Metal Rock Band,"42.73506, -108.82392"
2020-08-28,1000 Churches,5.10d,,https://www.mountainproject.com/route/113868485/1000-churches,1,Wyoming > Lander Area > Sinks Canyon > The Granite > The Joint,"42.72912, -108.86395"
2020-08-28,Graboids,5.12a,,https://www.mountainproject.com/route/107785122/graboids,1,Wyoming > Lander Area > Fossil Hill > 1. Fossil Hill West,"42.71356, -108.84875"
2020-08-28,Fossil Logic,5.11b/c,Steeeep,https://www.mountainproject.com/route/107785115/fossil-logic,1,Wyoming > Lander Area > Fossil Hill > 1. Fossil Hill West,"42.71356, -108.84875"
2020-08-28,Two Ducks and an Angel,5.10c,,https://www.mountainproject.com/route/107785133/two-ducks-and-an-angel,1,Wyoming > Lander Area > Fossil Hill > 2. Fossil Hill Central,"42.71338, -108.84756"
2020-08-28,Big in Japan,5.12a,,https://www.mountainproject.com/route/113606488/big-in-japan,1,Wyoming > Lander Area > Fossil Hill > 3. Fossil Hill East,"42.71335, -108.84707"
2020-08-28,A Bullet for Mr. Ducky,5.10c,,https://www.mountainproject.com/route/113327168/a-bullet-for-mr-ducky,1,Wyoming > Lander Area > Fossil Hill > 3. Fossil Hill East,"42.71335, -108.84707"
2020-08-29,Cowboy Gibberish,5.11b,,https://www.mountainproject.com/route/107190258/cowboy-gibberish,1,Wyoming > Lander Area > Wild Iris > The Main Wall > G. Cowboy Poetry,"42.58494, -108.73151"
2020-08-29,Queen of England,5.10c,,https://www.mountainproject.com/route/111961383/queen-of-england,1,Wyoming > Lander Area > Wild Iris > The Erratic,"42.5904, -108.7396"
2020-08-29,Blood Orange,5.12a,,https://www.mountainproject.com/route/113250833/blood-orange,1,Wyoming > Lander Area > Wild Iris > The Erratic,"42.5904, -108.7396"
2020-08-29,Pocket Hero,5.10b,,https://www.mountainproject.com/route/110905152/pocket-hero,1,Wyoming > Lander Area > Wild Iris > The Erratic,"42.5904, -108.7396"
2020-08-30,Tribal War,5.11b,,https://www.mountainproject.com/route/105841251/tribal-war,1,"Wyoming > Lander Area > Wild Iris > OK Corral > 1. Left Side (Lunarscape, Tribal War, Poker-Face, Lone Pilgrim) > 2. Tribal War","42.57488, -108.71721"
2020-08-30,Claim Jumper,5.10c,,https://www.mountainproject.com/route/105841382/claim-jumper,1,"Wyoming > Lander Area > Wild Iris > OK Corral > 2. Central (Blooming Rose, Claim Jumper, Saddle Tramp) > 2. Claim Jumper","42.57322, -108.71448"
2020-08-30,Urban Cowboy,5.10c,,https://www.mountainproject.com/route/105841247/urban-cowboy,1,"Wyoming > Lander Area > Wild Iris > OK Corral > 1. Left Side (Lunarscape, Tribal War, Poker-Face, Lone Pilgrim) > 2. Tribal War","42.57488, -108.71721"
2020-08-30,Cowgirls in Chaparajos,5.10d,,https://www.mountainproject.com/route/113267548/cowgirls-in-chaparajos,1,"Wyoming > Lander Area > Wild Iris > OK Corral > 1. Left Side (Lunarscape, Tribal War, Poker-Face, Lone Pilgrim) > 2. Tribal War","42.57488, -108.71721"
2020-08-30,The Tehipite Sanction,5.13-,"First recon of the sanction. S and J cleaned and TRd the 13 corner. Led out to the ledge.  

",https://www.mountainproject.com/route/118770876/the-tehipite-sanction,5,California > Sequoia & Kings Canyon NP > Tehipite Dome,"36.9188, -118.781"
2020-08-31,Two Kinds of Justice,5.12b,dnf.  burly 12b,https://www.mountainproject.com/route/105862110/two-kinds-of-justice,1,Wyoming > Lander Area > Wild Iris > The Main Wall > C. Wild Horses Wall,"42.58499, -108.7366"
2020-08-31,Easy Ridin',5.10d,,https://www.mountainproject.com/route/106543023/easy-ridin,1,Wyoming > Lander Area > Wild Iris > The Main Wall > F. Rode Hard Wall,"42.5845, -108.73338"
2020-08-31,The Devil Wears Spurs,5.10d,,https://www.mountainproject.com/route/105857631/the-devil-wears-spurs,1,Wyoming > Lander Area > Wild Iris > The Main Wall > C. Wild Horses Wall,"42.58499, -108.7366"
